index,prediction,ground_truth
5526,yes,yes
5527,white,white
5528,yes,yes
5530,black,black
5533,white,white
5534,white,white
5535,white,white
5536,white,white
5537,yes,yes
5538,white,white
5540,black,black
5541,gold,gold
5543,black,black
5544,black,black
5550,white,white
5551,black,black
5552,white,white
5556,yes,yes
5557,yes,yes
5558,white,white
5560,grey,grey
5561,yes,yes
5562,white,white
5564,round,round
5565,yes,yes
5567,yes,yes
5570,yes,yes
5571,white,white
5575,brown,brown
5579,leather,leather
5580,blue,blue
5581,yes,yes
5584,purple,purple
5585,yes,yes
5586,yes,yes
5588,blue,blue
5589,yes,yes
5591,yes,yes
5596,black,black
5599,white,white
5603,white,white
5605,gray,gray
5606,yes,yes
5608,white,white
5609,yes,yes
5610,white,white
5613,yellow,yellow
5614,white,white
5615,yes,yes
5616,beige,beige
5617,yes,yes
5618,white,white
5620,wood,wood
5622,yes,yes
5623,yes,yes
5624,white,white
5625,white,white
5628,black,black
5629,white,white
5632,yes,yes
5633,white,white
5634,yes,yes
5636,yes,yes
5640,clear,clear
5641,yes,yes
5642,yes,yes
5644,yes,yes
5645,yes,yes
5647,yes,yes
5649,metal,metal
5650,white,white
5651,yes,yes
5652,yes,yes
5653,yes,yes
5654,yes,yes
5655,white,white
5658,white,white
5659,yes,yes
5661,yes,yes
5662,yes,yes
5663,white,white
5664,white,white
5666,white,white
5668,yes,yes
5670,blue,blue
5671,black,black
5672,rectangle,rectangle
5674,yes,yes
5677,yes,yes
5678,black,black
5681,yes,yes
5682,green,green
5685,grey,grey
5686,yes,yes
5687,gray,gray
5688,yes,yes
5689,yes,yes
5690,yes,yes
5691,yes,yes
5693,rectangle,rectangle
5696,white,white
5697,yes,yes
5698,yes,yes
5700,brown,brown
5702,brown,brown
5703,white,white
5704,yes,yes
5705,silver,silver
5706,yes,yes
5707,white,white
5708,yes,yes
5709,yes,yes
5710,yes,yes
5712,white,white
5713,yes,yes
5714,black,black
5715,black,black
5716,yes,yes
5717,yes,yes
5718,white,white
5722,yes,yes
5724,white,white
5727,yes,yes
5728,white,white
5729,black,black
5734,white,white
5736,yes,yes
5738,black,black
5740,yes,yes
5742,yes,yes
5743,black,black
5744,yes,yes
5746,blue,blue
5747,silver,silver
5748,yes,yes
5749,yes,yes
5752,yes,yes
5753,yes,yes
5754,black,black
5755,red,red
5757,glass,glass
5758,yes,yes
5760,black,black
5764,yes,yes
5766,yes,yes
5767,black,black
5768,white,white
5770,yes,yes
5772,yes,yes
5773,yes,yes
5775,red,red
5776,yes,yes
5779,black,black
5780,black,black
5781,blue,blue
5782,yes,yes
5785,yes,yes
5787,rectangular,rectangular
5789,blue,blue
5790,blue,blue
5793,silver,silver
5794,red,red
5795,silver,silver
5797,white,white
5798,yes,yes
5800,yes,yes
5801,white,white
5802,white,white
5803,yes,yes
5805,yes,yes
5806,blue,blue
5809,white,white
5810,yes,yes
5811,black,black
5812,yes,yes
5813,yes,yes
5814,yes,yes
5817,black,black
5818,green,green
5819,black,black
5820,yes,yes
5821,copper,copper
5822,yes,yes
5823,black,black
5825,yes,yes
5827,yes,yes
5828,green,green
5829,white,white
5830,white,white
5831,white,white
5832,silver,silver
5834,white,white
5838,yes,yes
5842,white,white
5845,yes,yes
5846,yes,yes
5848,brown,brown
5849,yes,yes
5851,silver,silver
5852,yes,yes
5853,yes,yes
5854,white,white
5855,black,black
5857,yes,yes
5859,yes,yes
5860,black,black
5862,yes,yes
5863,green,green
5864,yes,yes
5866,white,white
5868,yes,yes
5869,silver,silver
5871,yes,yes
5872,yes,yes
5873,blue,blue
5874,yes,yes
5875,black,black
5876,orange,orange
5877,yes,yes
5878,red,red
5879,black,black
5882,metal,metal
5883,yes,yes
5884,black,black
5885,yes,yes
5886,white,white
5887,black,black
5888,yes,yes
5890,black,black
5893,yes,yes
5896,yes,yes
5897,yes,yes
5899,yes,yes
5900,silver,silver
5901,yes,yes
5902,white,white
5903,black,black
5904,black,black
5905,white,white
5906,yes,yes
5907,black,black
5911,yes,yes
5912,yes,yes
5913,yes,yes
5914,yes,yes
5915,white,white
5916,red,red
5917,black,black
5918,white,white
5921,yes,yes
5922,white,white
5923,yes,yes
5924,black,black
5925,yes,yes
5927,yes,yes
5928,white,white
5931,yes,yes
5932,black,black
5934,round,round
5935,brown,brown
5936,black,black
5941,black,black
5944,blue,blue
5945,yes,yes
5946,yes,yes
5948,white,white
5951,yes,yes
5953,yellow,yellow
5954,green,green
5956,gold,gold
5957,black,black
5958,black,black
5961,yes,yes
5962,yes,yes
5964,black,black
5965,blue,blue
5967,black,black
5968,black,black
5969,black,black
5970,orange,orange
5974,black,black
5975,yes,yes
5976,blue,blue
5977,yes,yes
5978,black,black
5981,metal,metal
5982,yes,yes
5984,green,green
5988,black,black
5989,blue,blue
5990,yes,yes
5992,white,white
5994,lavender,lavender
5996,white,white
5998,brown,brown
6002,white,white
6005,black,black
6007,square,square
6009,green,green
6010,red,red
6012,black,black
6013,black,black
6015,black,black
6016,leather,leather
6017,green,green
6019,black,black
6020,white,white
6021,yes,yes
6023,yes,yes
6024,black,black
6025,black,black
6027,yes,yes
6028,yes,yes
6029,black,black
6030,striped,striped
6031,black,black
6034,yes,yes
6035,white,white
6036,orange,orange
6038,yes,yes
6039,black,black
6042,yes,yes
6043,yes,yes
6044,red,red
6045,blue,blue
6046,black,black
6047,white,white
6050,yes,yes
6055,purple,purple
6058,silver,silver
6061,black,black
6062,white,white
6063,green,green
6064,yes,yes
6066,white,white
6068,black,black
6070,black,black
6073,yes,yes
6074,white,white
6076,yes,yes
6077,brown,brown
6078,black,black
6079,yes,yes
6081,yes,yes
6083,black,black
6087,square,square
6091,black,black
6092,red,red
6094,orange,orange
6095,white,white
6096,green,green
6097,black,black
6099,yes,yes
6100,white,white
6101,yes,yes
6103,black,black
6111,blue,blue
6114,yes,yes
6115,black,black
6116,yes,yes
6117,black,black
6118,yes,yes
6119,velvet,velvet
6120,yes,yes
6123,black,black
6128,green,green
6129,yes,yes
6131,yes,yes
6135,green,green
6137,black,black
6139,white,white
6140,white,white
6144,yes,yes
6146,black,black
6148,yes,yes
6154,orange,orange
6157,black,black
6159,red,red
6160,black,black
6164,pink,pink
6165,black,black
6167,black,black
6169,black,black
6171,green,green
6175,white,white
6176,round,round
6177,black,black
6178,yes,yes
6182,black,black
6184,yes,yes
6185,black,black
6186,black,black
6187,green,green
6188,black,black
6191,yes,yes
6193,brown,brown
6194,yes,yes
6195,yes,yes
6200,black,black
6201,black,black
6202,black,black
6205,yes,yes
6206,yes,yes
6207,black,black
6208,black,black
6209,yes,yes
6212,green,green
6213,black,black
6214,green,green
6215,white,white
6217,yellow,yellow
6220,yes,yes
6221,yes,yes
6222,gold,gold
6225,heart,heart
6226,black,black
6228,black,black
6229,yes,yes
6232,yes,yes
6233,black,black
6235,black,black
6237,black,black
6238,brown,brown
6239,yes,yes
6240,black,black
6243,brown,brown
6244,yes,yes
6245,green,green
6247,black,black
6248,yes,yes
6249,burgundy,burgundy
6250,white,white
6251,yes,yes
6252,yes,yes
6253,square,square
6257,blue,blue
6258,brown,brown
6259,black,black
6260,black,black
6262,yes,yes
6263,white,white
6264,leather,leather
6265,green,green
6266,black,black
6268,white,white
6269,yes,yes
6271,brown,brown
6272,yes,yes
6273,green,green
6275,red,red
6276,white,white
6278,black,black
6281,cross,cross
6282,red,red
6283,yes,yes
6284,white,white
6285,black,black
6287,purple,purple
6289,red,red
6290,yes,yes
6293,white,white
6294,brown,brown
6295,yes,yes
6296,red,red
6297,black,black
6298,white,white
6299,black,black
6300,black,black
6301,white,white
6303,round,round
6304,black,black
6305,yes,yes
6307,yes,yes
6308,yes,yes
6310,black,black
6312,black,black
6314,yes,yes
6315,white,white
6316,black,black
6318,black,black
6319,yes,yes
6321,pink,pink
6322,blue,blue
6323,blue,blue
6324,yes,yes
6325,black,black
6327,purple,purple
6332,yes,yes
6333,yes,yes
6334,black,black
6335,black,black
6339,brown,brown
6340,blue,blue
6341,yes,yes
6343,orange,orange
6344,yes,yes
6346,black,black
6347,yes,yes
6349,blue,blue
6351,no,no
6352,yes,yes
6353,blue,blue
6354,yes,yes
6357,black,black
6358,blue,blue
6359,black,black
6362,orange,orange
6363,yes,yes
6365,yes,yes
6366,black,black
6367,black,black
6370,black,black
6371,yes,yes
6373,black,black
6374,metal,metal
6378,green,green
6381,blue,blue
6382,black,black
6384,brown,brown
6385,black,black
6386,black,black
6388,yes,yes
6390,yes,yes
6391,blue,blue
6393,silver,silver
6398,blue,blue
6399,yes,yes
6401,yellow,yellow
6402,pearls,pearls
6404,orange,orange
6405,yes,yes
6406,black,black
6407,black,black
6409,pink,pink
6410,blue,blue
6411,grey,grey
6413,black,black
6415,black,black
6416,yes,yes
6417,yes,yes
6419,yes,yes
6420,brown,brown
6421,yes,yes
6422,white,white
6423,black,black
6424,black,black
6426,black,black
6429,yes,yes
6430,yes,yes
6433,yes,yes
6434,yes,yes
6435,black,black
6436,yes,yes
6437,yes,yes
6438,yes,yes
6440,v,v
6442,yes,yes
6444,yes,yes
6445,yes,yes
6448,yes,yes
6449,tiger,tiger
6451,yes,yes
6454,yes,yes
6455,gold,gold
6456,yellow,yellow
6460,black,black
6461,yes,yes
6462,yes,yes
6463,yes,yes
6464,yes,yes
6465,yes,yes
6466,black,black
6467,green,green
6469,yes,yes
6471,yes,yes
6472,yes,yes
6474,yes,yes
6476,yes,yes
6478,yes,yes
6479,black,black
6480,yes,yes
6481,yes,yes
6482,yellow,yellow
6483,black,black
6484,yes,yes
6485,yes,yes
6486,yes,yes
6487,yes,yes
6490,yes,yes
6491,heart,heart
6492,yes,yes
6495,yes,yes
6496,yellow,yellow
6497,yes,yes
6498,yes,yes
6499,green,green
6500,red,red
6501,yes,yes
6502,yes,yes
6503,yes,yes
6504,red,red
6505,yes,yes
6507,yes,yes
6508,black,black
6509,blue,blue
6511,yes,yes
6512,yes,yes
6514,blue,blue
6515,yes,yes
6517,yes,yes
6518,blue,blue
6519,yes,yes
6520,black,black
6522,wood,wood
6523,pink,pink
6524,black,black
6525,yes,yes
6527,red,red
6528,red,red
6530,yes,yes
6532,yes,yes
6533,black,black
6535,purple,purple
6536,yes,yes
6537,white,white
6538,orange,orange
6539,yes,yes
6542,yes,yes
6543,yes,yes
6544,blue,blue
6547,blue,blue
6548,pink,pink
6551,black,black
6553,black,black
6554,yes,yes
6555,yes,yes
6557,black,black
6560,yes,yes
6562,yes,yes
6563,yes,yes
6564,yes,yes
6565,yes,yes
6566,black,black
6570,yes,yes
6571,yes,yes
6572,yes,yes
6573,yes,yes
6574,gold,gold
6576,yes,yes
6577,blue,blue
6578,yes,yes
6579,yes,yes
6580,yes,yes
6581,yes,yes
6582,motorcycle,motorcycle
6584,blue,blue
6585,yes,yes
6586,yes,yes
6587,heart,heart
6588,yes,yes
6589,yes,yes
6592,yes,yes
6595,yes,yes
6596,yes,yes
6597,yes,yes
6598,yes,yes
6599,yes,yes
6600,blue,blue
6601,yes,yes
6604,yes,yes
6605,yes,yes
6606,gold,gold
6607,yes,yes
6609,yes,yes
6611,green,green
6612,yes,yes
6615,yes,yes
6616,yes,yes
6617,yes,yes
6620,yes,yes
6621,orange,orange
6622,yes,yes
6623,yes,yes
6624,pink,pink
6626,yes,yes
6627,brown,brown
6628,yes,yes
6629,yes,yes
6631,brown,brown
6632,yes,yes
6633,yes,yes
6634,yes,yes
6635,yes,yes
6636,yes,yes
6637,yes,yes
6638,yes,yes
6639,yes,yes
6640,yes,yes
6641,orange,orange
6647,yes,yes
6648,yes,yes
6649,red,red
6650,black,black
6651,yes,yes
6652,black,black
6653,blue,blue
6654,blue,blue
6655,black,black
6656,yes,yes
6657,yes,yes
6658,yes,yes
6662,red,red
6663,heart,heart
6664,blue,blue
6665,yes,yes
6666,red,red
6668,yes,yes
6669,yes,yes
6670,black,black
6671,yes,yes
6672,lion,lion
6674,blue,blue
6675,yes,yes
6676,black,black
6677,yes,yes
6678,yes,yes
6679,yes,yes
6681,yes,yes
6685,flowers,flowers
6687,yes,yes
6688,yes,yes
6689,yes,yes
6691,yes,yes
6692,yes,yes
6693,yes,yes
6694,yes,yes
6696,yes,yes
6699,orange,orange
6700,yes,yes
6701,black,black
6702,red,red
6704,yes,yes
6705,yes,yes
6707,yes,yes
6709,yes,yes
6710,yes,yes
6713,butterfly,butterfly
6714,yes,yes
6715,yes,yes
6716,black,black
6720,yes,yes
6721,yes,yes
6722,purple,purple
6723,yes,yes
6725,w,w
6726,yes,yes
6727,yes,yes
6729,red,red
6730,yes,yes
6731,heart,heart
6732,yellow,yellow
6733,yes,yes
6735,squirrel,squirrel
6736,yes,yes
6737,yes,yes
6738,yes,yes
6740,black,black
6741,yes,yes
6743,blue,blue
6744,yes,yes
6745,black,black
6746,black,black
6747,yes,yes
6749,yes,yes
6750,blue,blue
6751,yes,yes
6753,black,black
6754,yes,yes
6755,yes,yes
6756,yes,yes
6758,yes,yes
6763,blue,blue
6764,yes,yes
6765,black,black
6766,black,black
6767,yes,yes
6770,yes,yes
6771,purple,purple
6774,green,green
6775,yes,yes
6777,yes,yes
6778,yes,yes
6779,blue,blue
6781,yes,yes
6782,yes,yes
6784,yes,yes
6786,orange,orange
6787,yes,yes
6788,yes,yes
6790,yes,yes
6791,flowers,flowers
6792,yellow,yellow
6793,yellow,yellow
6794,elephant,elephant
6795,yes,yes
6796,yes,yes
6797,yes,yes
6798,yes,yes
6800,yes,yes
6801,lion,lion
6802,yes,yes
6803,black,black
6804,yes,yes
6805,pink,pink
6806,white,white
6807,panda,panda
6808,c,c
6809,yes,yes
6810,red,red
6811,pink,pink
6812,heart,heart
6813,yes,yes
6814,yes,yes
6815,yes,yes
6817,yes,yes
6819,yes,yes
6820,yes,yes
6821,red,red
6822,gold,gold
6824,yes,yes
6825,yes,yes
6827,yes,yes
6829,yes,yes
6830,yes,yes
6831,tiger,tiger
6832,pink,pink
6833,brown,brown
6835,black,black
6838,blue,blue
6839,yes,yes
6840,yes,yes
6842,blue,blue
6843,yes,yes
6845,black,black
6846,yes,yes
6848,yes,yes
6849,yes,yes
6851,peacock,peacock
6852,yes,yes
6853,yes,yes
6855,graffiti,graffiti
6856,yellow,yellow
6857,blue,blue
6858,green,green
6860,yes,yes
6861,yes,yes
6862,yes,yes
6864,yes,yes
6866,black,black
6867,yes,yes
6869,yes,yes
6870,black,black
6871,yes,yes
6873,blue,blue
6874,blue,blue
6876,yes,yes
6877,black,black
6878,yes,yes
6880,yes,yes
6882,yes,yes
6884,black,black
6886,multicolor,multicolor
6888,pink,pink
6889,tiger,tiger
6890,blue,blue
6893,black,black
6894,yes,yes
6896,yes,yes
6899,black,black
6900,yes,yes
6902,blue,blue
6904,orange,orange
6905,yes,yes
6906,yes,yes
6907,yes,yes
6908,yes,yes
6909,yes,yes
6910,yes,yes
6911,yes,yes
6912,yes,yes
6913,orange,orange
6914,yes,yes
6915,yes,yes
6917,yes,yes
6921,black,black
6922,blue,blue
6923,yes,yes
6924,yes,yes
6925,black,black
6926,yes,yes
6927,purple,purple
6929,yes,yes
6930,black,black
6934,yes,yes
6935,yes,yes
6936,yes,yes
6937,yes,yes
6938,pink,pink
6941,yes,yes
6943,black,black
6945,gold,gold
6946,orange,orange
6947,black,black
6949,yes,yes
6952,black,black
6953,yes,yes
6955,yes,yes
6956,yes,yes
6957,yes,yes
6958,yes,yes
6960,yes,yes
6961,yes,yes
6962,black,black
6964,yes,yes
6965,yes,yes
6966,yes,yes
6967,yes,yes
6969,red,red
6971,black,black
6972,yes,yes
6975,yes,yes
6977,gold,gold
6978,yes,yes
6979,yes,yes
6980,yes,yes
6981,yes,yes
6983,yes,yes
6984,purple,purple
6985,black,black
6986,red,red
6987,yes,yes
6989,yes,yes
6990,yes,yes
6991,yes,yes
6996,yes,yes
6998,yes,yes
6999,blue,blue
7000,yes,yes
7002,yes,yes
7003,yes,yes
7004,wood,wood
7005,yes,yes
7006,blue,blue
7008,wood,wood
7010,pink,pink
7011,yes,yes
7012,yes,yes
7013,yes,yes
7014,macarons,macarons
7017,heart,heart
7018,pink,pink
7019,heart,heart
7021,yes,yes
7024,pink,pink
7025,yes,yes
7026,yes,yes
7027,gold,gold
7028,yes,yes
7029,yes,yes
7030,yes,yes
7031,yes,yes
7032,black,black
7033,yes,yes
7034,lion,lion
7035,yes,yes
7036,lion,lion
7037,yes,yes
7038,pink,pink
7039,yes,yes
7041,yes,yes
7042,orange,orange
7043,yes,yes
7044,yes,yes
7045,yes,yes
7047,red,red
7049,wood,wood
7050,yes,yes
7051,yes,yes
7053,yes,yes
7054,black,black
7055,pink,pink
7056,pink,pink
7057,yes,yes
7058,yes,yes
7059,yes,yes
7060,yes,yes
7062,pink,pink
7063,z,z
7066,red,red
7067,yes,yes
7069,pink,pink
7070,pink,pink
7071,gold,gold
7073,pink,pink
7075,black,black
7078,black,black
7080,gold,gold
7082,yes,yes
7083,yes,yes
7084,red,red
7086,black,black
7087,yes,yes
7088,elephant,elephant
7089,black,black
7090,yes,yes
7094,yes,yes
7095,yes,yes
7097,yes,yes
7098,yes,yes
7099,yes,yes
7100,yes,yes
7102,pink,pink
7103,black,black
7105,yes,yes
7106,red,red
7107,red,red
7109,yes,yes
7112,blue,blue
7113,black,black
7114,yes,yes
7118,purple,purple
7120,unicorn,unicorn
7121,yes,yes
7122,yes,yes
7124,pink,pink
7126,yes,yes
7127,yes,yes
7128,yes,yes
7131,yes,yes
7134,yes,yes
7135,yes,yes
7138,yes,yes
7141,yes,yes
7144,yes,yes
7145,yes,yes
7146,blue,blue
7149,yes,yes
7151,heart,heart
7152,yes,yes
7153,black,black
7154,blue,blue
7155,black,black
7156,yes,yes
7157,yes,yes
7158,yes,yes
7159,yes,yes
7161,yes,yes
7162,yes,yes
7163,yes,yes
7164,yes,yes
7165,black,black
7166,f,f
7167,yes,yes
7168,yes,yes
7169,yes,yes
7170,yes,yes
7171,yes,yes
7172,yes,yes
7175,yes,yes
7176,yes,yes
7177,yes,yes
7178,blue,blue
7179,yes,yes
7180,yes,yes
7183,black,black
7184,yes,yes
7185,giraffe,giraffe
7186,yes,yes
7187,red,red
7188,yes,yes
7189,yes,yes
7190,yes,yes
7191,yes,yes
7194,y,y
7195,yes,yes
7196,yes,yes
7197,yes,yes
7199,black,black
7200,yes,yes
7201,panda,panda
7202,pink,pink
7203,yes,yes
7204,yes,yes
7205,purple,purple
7206,yes,yes
7208,yes,yes
7209,yes,yes
7210,yes,yes
7212,yes,yes
7213,black,black
7216,black,black
7217,yes,yes
7218,black,black
7219,yes,yes
7220,gold,gold
7224,yes,yes
7226,yes,yes
7230,orange,orange
7231,blue,blue
7232,yes,yes
7233,yes,yes
7234,pink,pink
7235,yes,yes
7236,yes,yes
7238,yes,yes
7239,yes,yes
7240,blue,blue
7242,yes,yes
7243,yes,yes
7244,yes,yes
7245,yes,yes
7246,black,black
7247,yes,yes
7248,yes,yes
7249,yes,yes
7251,yes,yes
7252,orange,orange
7253,yes,yes
7254,yes,yes
7255,yes,yes
7256,yes,yes
7257,yes,yes
7258,yes,yes
7259,red,red
7261,yes,yes
7263,yes,yes
7264,yes,yes
7265,black,black
7266,yes,yes
7267,yes,yes
7268,yes,yes
7270,black,black
7271,gold,gold
7273,yes,yes
7274,yes,yes
7275,orange,orange
7276,yes,yes
7277,yes,yes
7279,yes,yes
7280,blue,blue
7281,yellow,yellow
7282,yes,yes
7284,yes,yes
7286,black,black
7288,yes,yes
7289,yes,yes
7291,yes,yes
7292,pink,pink
7293,yes,yes
7295,yes,yes
7296,yes,yes
7298,yes,yes
7300,blue,blue
7301,yes,yes
7302,yes,yes
7303,yes,yes
7305,yes,yes
7306,pink,pink
7313,black,black
7316,yes,yes
7319,pink,pink
7321,yes,yes
7324,blue,blue
7325,yes,yes
7327,pink,pink
7328,yes,yes
7329,black,black
7332,yes,yes
7334,blue,blue
7335,red,red
7336,pink,pink
7337,yes,yes
7339,yes,yes
7340,yes,yes
7341,yes,yes
7343,yes,yes
7344,yes,yes
7345,yellow,yellow
7346,blue,blue
7347,black,black
7348,yellow,yellow
7349,green,green
7352,love,love
7353,yes,yes
7354,white,white
7355,yes,yes
7357,yes,yes
7358,yes,yes
7360,pink,pink
7361,red,red
7362,yes,yes
7364,red,red
7366,red,red
7369,yes,yes
7371,yes,yes
7373,yes,yes
7374,yes,yes
7375,yes,yes
7376,yes,yes
7377,yes,yes
7378,black,black
7379,yes,yes
7380,black,black
7381,yes,yes
7382,blue,blue
7383,yes,yes
7384,orange,orange
7385,donuts,donuts
7386,yes,yes
7388,purple,purple
7389,yes,yes
7390,yes,yes
7391,no,no
7393,yes,yes
7394,green,green
7395,black,black
7396,yes,yes
7397,yes,yes
7398,orange,orange
7400,blue,blue
7401,yes,yes
7402,black,black
7404,pink,pink
7405,yes,yes
7407,yes,yes
7409,yes,yes
7410,black,black
7413,yes,yes
7414,black,black
7415,yes,yes
7416,yes,yes
7419,toucan,toucan
7420,yes,yes
7421,yes,yes
7422,yes,yes
7424,yellow,yellow
7425,black,black
7427,yes,yes
7429,wood,wood
7432,owl,owl
7433,yes,yes
7434,red,red
7435,tiger,tiger
7436,yes,yes
7437,red,red
7438,yes,yes
7439,blue,blue
7440,yes,yes
7441,yes,yes
7442,yes,yes
7445,heart,heart
7446,yes,yes
7447,pink,pink
7449,brown,brown
7450,yes,yes
7451,yes,yes
7452,yes,yes
7453,tiger,tiger
7455,gold,gold
7456,yes,yes
7457,red,red
7463,blue,blue
7469,yes,yes
7471,r,r
7472,red,red
7474,pink,pink
7475,brown,brown
7476,yes,yes
7477,black,black
7480,yes,yes
7481,orange,orange
7482,yes,yes
7483,yes,yes
7486,yes,yes
7487,yes,yes
7489,yes,yes
7490,yes,yes
7492,yes,yes
7494,gold,gold
7497,corn,corn
7498,yes,yes
7500,yes,yes
7503,pink,pink
7504,red,red
7506,black,black
7507,yellow,yellow
7510,black,black
7511,yes,yes
7512,black,black
7513,yes,yes
7514,black,black
7515,black,black
7516,yes,yes
7518,black,black
7519,black,black
7520,yes,yes
7523,black,black
7525,yes,yes
7527,yes,yes
7528,yes,yes
7529,yes,yes
7530,black,black
7531,yes,yes
7532,red,red
7533,yes,yes
7534,r,r
7535,yes,yes
7536,butterfly,butterfly
7537,blue,blue
7538,pink,pink
7539,yes,yes
7542,yes,yes
7543,yes,yes
7544,yes,yes
7545,yes,yes
7546,blue,blue
7547,black,black
7548,yes,yes
7549,black,black
7550,yes,yes
7551,yes,yes
7552,yes,yes
7553,brown,brown
7554,yes,yes
7555,yes,yes
7556,yes,yes
7557,yes,yes
7558,yes,yes
7559,yes,yes
7560,yes,yes
7561,yes,yes
7563,black,black
7564,blue,blue
7565,yellow,yellow
7568,yes,yes
7569,yes,yes
7570,yes,yes
7571,yes,yes
7572,yes,yes
7573,black,black
7574,black,black
7575,blue,blue
7576,yellow,yellow
7580,purple,purple
7581,yes,yes
7582,wood,wood
7583,yes,yes
7584,heart,heart
7586,yes,yes
7587,yes,yes
7588,yes,yes
7589,blue,blue
7590,yes,yes
7591,blue,blue
7592,yes,yes
7594,yes,yes
7595,yes,yes
7596,yes,yes
7597,black,black
7600,yes,yes
7601,yes,yes
7603,black,black
7604,yes,yes
7606,pink,pink
7607,yes,yes
7608,yes,yes
7609,brown,brown
7610,yes,yes
7611,black,black
7612,black,black
7613,black,black
7617,blue,blue
7618,yes,yes
7620,black,black
7621,butterfly,butterfly
7622,yes,yes
7623,black,black
7625,yes,yes
7627,yes,yes
7629,pink,pink
7630,yes,yes
7632,black,black
7633,yes,yes
7635,pink,pink
7638,yes,yes
7640,yes,yes
7641,yes,yes
7642,yes,yes
7643,yes,yes
7645,yes,yes
7646,yes,yes
7647,yes,yes
7649,yes,yes
7650,yes,yes
7651,yes,yes
7652,yes,yes
7653,black,black
7654,pink,pink
7655,panda,panda
7656,black,black
7657,yes,yes
7658,yes,yes
7660,black,black
7662,orange,orange
7663,yes,yes
7664,yes,yes
7665,black,black
7666,yes,yes
7667,yes,yes
7669,black,black
7670,yes,yes
7671,yes,yes
7672,corn,corn
7673,yes,yes
7674,yellow,yellow
7675,yes,yes
7678,yes,yes
7682,hearts,hearts
7684,camera,camera
7685,yes,yes
7686,yes,yes
7687,orange,orange
7688,yes,yes
7689,brown,brown
7692,pink,pink
7694,yes,yes
7695,black,black
7696,blue,blue
7697,red,red
7698,yellow,yellow
7699,yes,yes
7700,yes,yes
7703,yes,yes
7705,yes,yes
7708,yes,yes
7710,yes,yes
7711,red,red
7712,heart,heart
7713,yes,yes
7715,gold,gold
7716,yes,yes
7717,black,black
7720,yes,yes
7721,blue,blue
7722,yes,yes
7723,black,black
7724,orange,orange
7725,yes,yes
7726,yes,yes
7728,yes,yes
7729,black,black
7730,yes,yes
7731,abstract,abstract
7732,peacock,peacock
7734,yes,yes
7737,white,white
7739,yes,yes
7741,yes,yes
7742,green,green
7744,yes,yes
7746,lion,lion
7747,yellow,yellow
7748,pink,pink
7750,black,black
7752,yes,yes
7753,yes,yes
7754,yes,yes
7755,blue,blue
7757,yes,yes
7760,yes,yes
7761,yes,yes
7763,yes,yes
7766,yes,yes
7767,white,white
7768,yes,yes
7769,yes,yes
7770,black,black
7774,yes,yes
7775,yes,yes
7777,red,red
7778,yes,yes
7780,yes,yes
7782,black,black
7784,yes,yes
7785,blue,blue
7786,yes,yes
7787,yes,yes
7788,yes,yes
7789,yes,yes
7792,yes,yes
7793,white,white
7795,yes,yes
7796,yes,yes
7797,yes,yes
7798,red,red
7800,black,black
7801,red,red
7803,yellow,yellow
7804,black,black
7806,duck,duck
7807,yes,yes
7808,yes,yes
7809,yes,yes
7813,pink,pink
7814,yes,yes
7815,blue,blue
7817,white,white
7818,yes,yes
7819,yes,yes
7821,yes,yes
7823,orange,orange
7826,yes,yes
7828,yes,yes
7829,yes,yes
7831,lion,lion
7832,yes,yes
7833,yes,yes
7834,yes,yes
7835,yes,yes
7836,yes,yes
7837,yes,yes
7839,black,black
7840,black,black
7841,yes,yes
7844,yes,yes
7845,lion,lion
7846,yes,yes
7847,pink,pink
7849,blue,blue
7850,pink,pink
7854,yes,yes
7855,yes,yes
7856,yes,yes
7857,black,black
7858,black,black
7859,yes,yes
7860,blue,blue
7861,red,red
7862,yes,yes
7863,bear,bear
7864,yes,yes
7865,yes,yes
7867,pink,pink
7868,black,black
7869,orange,orange
7870,black,black
7871,black,black
7873,yes,yes
7874,black,black
7878,yes,yes
7879,yes,yes
7880,yes,yes
7882,yes,yes
7886,yes,yes
7888,yes,yes
7889,yes,yes
7893,yes,yes
7895,blue,blue
7897,yes,yes
7898,yes,yes
7899,yes,yes
7901,yes,yes
7902,yes,yes
7903,yes,yes
7904,yes,yes
7909,blue,blue
7911,yes,yes
7912,yes,yes
7913,yes,yes
7915,black,black
7916,yes,yes
7917,brown,brown
7918,yes,yes
7919,yes,yes
7922,yes,yes
7923,black,black
7924,yes,yes
7925,triangle,triangle
7931,heart,heart
7932,yes,yes
7935,yes,yes
7936,yes,yes
7939,yes,yes
7940,yes,yes
7941,yes,yes
7942,yes,yes
7943,yes,yes
7944,yes,yes
7945,yes,yes
7949,yes,yes
7950,blue,blue
7951,black,black
7952,yes,yes
7956,yes,yes
7957,yes,yes
7958,yes,yes
7960,yes,yes
7961,yes,yes
7963,heart,heart
7964,black,black
7965,yes,yes
7967,yes,yes
7969,gold,gold
7970,yes,yes
7971,black,black
7972,yes,yes
7973,yes,yes
7974,red,red
7975,yes,yes
7977,black,black
7978,yes,yes
7979,white,white
7980,blue,blue
7982,yes,yes
7983,yes,yes
7985,yes,yes
7986,yes,yes
7987,pink,pink
7988,black,black
7989,yes,yes
7991,red,red
7992,yellow,yellow
7993,yes,yes
7994,yes,yes
7995,lion,lion
7996,yes,yes
