index,prediction,ground_truth
6741,yes,yes
6742,the phone case is made of wood,wood
6743,blue,blue
6744,yes,yes
6745,black,black
6746,black,black
6747,yes,yes
6748,a teddy bear,bear
6749,yes,yes
6750,blue,blue
6751,yes,yes
6753,black,black
6754,yes,yes
6755,yes,yes
6756,yes,yes
6758,yes,yes
6760,blue moon,blue
6761,black and white,black
6763,blue,blue
6764,yes,yes
6765,black,black
6766,black,black
6767,yes,yes
6768,,pink
6770,yes,yes
6771,purple,purple
6772,,blue
6774,green,green
6775,yes,yes
6777,yes,yes
6778,yes,yes
6779,blue,blue
6780,the corners are rounded,rounded
6781,yes,yes
6782,yes,yes
6784,yes,yes
6786,orange,orange
6787,yes,yes
6788,yes,yes
6789,red blue and white,blue
6790,yes,yes
6791,flowers,flowers
6792,yellow,yellow
6793,yellow,yellow
6794,elephant,elephant
6795,yes,yes
6796,yes,yes
6797,yes,yes
6798,yes,yes
6799,black and white,black
6800,yes,yes
6801,lion,lion
6802,yes,yes
6803,black,black
6804,yes,yes
6805,pink,pink
6806,white,white
6807,panda,panda
6808,c,c
6809,yes,yes
6810,red,red
6811,pink,pink
6812,heart,heart
6813,yes,yes
6814,yes,yes
6815,yes,yes
6816,red and white,red
6817,yes,yes
6818,red blue and white,red
6819,yes,yes
6820,yes,yes
6821,red,red
6822,gold,gold
6824,yes,yes
6825,yes,yes
6827,yes,yes
6829,yes,yes
6830,yes,yes
6831,tiger,tiger
6832,pink,pink
6833,brown,brown
6834,red glitter,red
6835,black,black
6837,the background is a bright yellow,yellow
6838,blue,blue
6839,yes,yes
6840,yes,yes
6842,blue,blue
6843,yes,yes
6844,red yellow blue green orange,yellow
6845,black,black
6846,yes,yes
6848,yes,yes
6849,yes,yes
6850,its yellow,yellow
6851,peacock,peacock
6852,yes,yes
6853,yes,yes
6855,graffiti,graffiti
6856,yellow,yellow
6857,blue,blue
6858,green,green
6860,yes,yes
6861,yes,yes
6862,yes,yes
6864,yes,yes
6865,,rectangular
6866,black,black
6867,yes,yes
6868,the plant is a wheat field,wheat
6869,yes,yes
6870,black,black
6871,yes,yes
6873,blue,blue
6874,blue,blue
6876,yes,yes
6877,black,black
6878,yes,yes
6879,red green blue yellow orange,red
6880,yes,yes
6882,yes,yes
6883,a boat on the water at sunset,boat
6884,black,black
6885,heart,hearts
6886,multicolor,multicolor
6888,pink,pink
6889,tiger,tiger
6890,blue,blue
6891,,wood
6893,black,black
6894,yes,yes
6896,yes,yes
6897,blue yellow red,yellow
6899,black,black
6900,yes,yes
6902,blue,blue
6904,orange,orange
6905,yes,yes
6906,yes,yes
6907,yes,yes
6908,yes,yes
6909,yes,yes
6910,yes,yes
6911,yes,yes
6912,yes,yes
6913,orange,orange
6914,yes,yes
6915,yes,yes
6917,yes,yes
6918,a cat,cat
6919,red blue orange yellow green,blue
6921,black,black
6922,blue,blue
6923,yes,yes
6924,yes,yes
6925,black,black
6926,yes,yes
6927,purple,purple
6928,,wood
6929,yes,yes
6930,black,black
6931,hearts,heart
6933,black and white,black
6934,yes,yes
6935,yes,yes
6936,yes,yes
6937,yes,yes
6938,pink,pink
6939,a teddy bear,bear
6940,the decoration is a heart shape,heart
6941,yes,yes
6943,black,black
6945,gold,gold
6946,orange,orange
6947,black,black
6948,,yellow
6949,yes,yes
6950,black and white,black
6952,black,black
6953,yes,yes
6955,yes,yes
6956,yes,yes
6957,yes,yes
6958,yes,yes
6960,yes,yes
6961,yes,yes
6962,black,black
6964,yes,yes
6965,yes,yes
6966,yes,yes
6967,yes,yes
6968,blue green orange red yellow,blue
6969,red,red
6971,black,black
6972,yes,yes
6974,,multicolor
6975,yes,yes
6977,gold,gold
6978,yes,yes
6979,yes,yes
6980,yes,yes
6981,yes,yes
6983,yes,yes
6984,purple,purple
6985,black,black
6986,red,red
6987,yes,yes
6989,yes,yes
6990,yes,yes
6991,yes,yes
6995,,wood
6996,yes,yes
6997,red blue yellow orange green,blue
6998,yes,yes
6999,blue,blue
7000,yes,yes
7002,yes,yes
7003,yes,yes
7004,wood,wood
7005,yes,yes
7006,blue,blue
7008,wood,wood
7009,green leaves,green
7010,pink,pink
7011,yes,yes
7012,yes,yes
7013,yes,yes
7014,macarons,macarons
7017,heart,heart
7018,pink,pink
7019,heart,heart
7020,red glitter,red
7021,yes,yes
7023,red and white,red
7024,pink,pink
7025,yes,yes
7026,yes,yes
7027,gold,gold
7028,yes,yes
7029,yes,yes
7030,yes,yes
7031,yes,yes
7032,black,black
7033,yes,yes
7034,lion,lion
7035,yes,yes
7036,lion,lion
7037,yes,yes
7038,pink,pink
7039,yes,yes
7041,yes,yes
7042,orange,orange
7043,yes,yes
7044,yes,yes
7045,yes,yes
7047,red,red
7048,black and white stripes,white
7049,wood,wood
7050,yes,yes
7051,yes,yes
7053,yes,yes
7054,black,black
7055,pink,pink
7056,pink,pink
7057,yes,yes
7058,yes,yes
7059,yes,yes
7060,yes,yes
7061,,circle
7062,pink,pink
7063,z,z
7064,,triangle
7066,red,red
7067,yes,yes
7069,pink,pink
7070,pink,pink
7071,gold,gold
7072,the background is blue,blue
7073,pink,pink
7074,red glitter with a crown,red
7075,black,black
7076,the flower is pink,pink
7077,the sun is a yellowish color,yellow
7078,black,black
7079,the background color is white,white
7080,gold,gold
7081,,yellow
7082,yes,yes
7083,yes,yes
7084,red,red
7086,black,black
7087,yes,yes
7088,elephant,elephant
7089,black,black
7090,yes,yes
7092,it is a heart,heart
7094,yes,yes
7095,yes,yes
7096,it is a white background with colorful flowers,white
7097,yes,yes
7098,yes,yes
7099,yes,yes
7100,yes,yes
7101,wheel of the temple,wheel
7102,pink,pink
7103,black,black
7104,,heart
7105,yes,yes
7106,red,red
7107,red,red
7109,yes,yes
7110,purple flowers,purple
7112,blue,blue
7113,black,black
7114,yes,yes
7118,purple,purple
7120,unicorn,unicorn
7121,yes,yes
7122,yes,yes
7124,pink,pink
7126,yes,yes
7127,yes,yes
7128,yes,yes
7131,yes,yes
7134,yes,yes
7135,yes,yes
7136,pink flowers,pink
7137,the background color of the girl is pink and the,pink
7138,yes,yes
7139,red yellow blue green,yellow
7140,the sky is blue and the stars are red,blue
7141,yes,yes
7142,blue sky,blue
7144,yes,yes
7145,yes,yes
7146,blue,blue
7149,yes,yes
7151,heart,heart
7152,yes,yes
7153,black,black
7154,blue,blue
7155,black,black
7156,yes,yes
7157,yes,yes
7158,yes,yes
7159,yes,yes
7160,black and white,black
7161,yes,yes
7162,yes,yes
7163,yes,yes
7164,yes,yes
7165,black,black
7166,f,f
7167,yes,yes
7168,yes,yes
7169,yes,yes
7170,yes,yes
7171,yes,yes
7172,yes,yes
7175,yes,yes
7176,yes,yes
7177,yes,yes
7178,blue,blue
7179,yes,yes
7180,yes,yes
7182,,rounded
7183,black,black
7184,yes,yes
7185,giraffe,giraffe
7186,yes,yes
7187,red,red
7188,yes,yes
7189,yes,yes
7190,yes,yes
7191,yes,yes
7192,,black
7193,black and white,black
7194,y,y
7195,yes,yes
7196,yes,yes
7197,yes,yes
7199,black,black
7200,yes,yes
7201,panda,panda
7202,pink,pink
7203,yes,yes
7204,yes,yes
7205,purple,purple
7206,yes,yes
7207,,round
7208,yes,yes
7209,yes,yes
7210,yes,yes
7212,yes,yes
7213,black,black
7216,black,black
7217,yes,yes
7218,black,black
7219,yes,yes
7220,gold,gold
7221,the pattern is blue and green,blue
7224,yes,yes
7226,yes,yes
7230,orange,orange
7231,blue,blue
7232,yes,yes
7233,yes,yes
7234,pink,pink
7235,yes,yes
7236,yes,yes
7238,yes,yes
7239,yes,yes
7240,blue,blue
7241,a dog,dog
7242,yes,yes
7243,yes,yes
7244,yes,yes
7245,yes,yes
7246,black,black
7247,yes,yes
7248,yes,yes
7249,yes,yes
7251,yes,yes
7252,orange,orange
7253,yes,yes
7254,yes,yes
7255,yes,yes
7256,yes,yes
7257,yes,yes
7258,yes,yes
7259,red,red
7260,blue flowers,blue
7261,yes,yes
7262,black and white,white
7263,yes,yes
7264,yes,yes
7265,black,black
7266,yes,yes
7267,yes,yes
7268,yes,yes
7270,black,black
7271,gold,gold
7272,the background is black,black
7273,yes,yes
7274,yes,yes
7275,orange,orange
7276,yes,yes
7277,yes,yes
7279,yes,yes
7280,blue,blue
7281,yellow,yellow
7282,yes,yes
7284,yes,yes
7285,pink flowers,pink
7286,black,black
7287,,pink
7288,yes,yes
7289,yes,yes
7291,yes,yes
7292,pink,pink
7293,yes,yes
7295,yes,yes
7296,yes,yes
7297,red glitter,red
7298,yes,yes
7299,black and white,black
7300,blue,blue
7301,yes,yes
7302,yes,yes
7303,yes,yes
7305,yes,yes
7306,pink,pink
7307,,star
7308,,wood
7310,blue green yellow black white,blue
7313,black,black
7315,blue flowers,blue
7316,yes,yes
7319,pink,pink
7321,yes,yes
7322,a cat,cat
7324,blue,blue
7325,yes,yes
7326,pink glitter,pink
7327,pink,pink
7328,yes,yes
7329,black,black
7330,,stripes
7332,yes,yes
7334,blue,blue
7335,red,red
7336,pink,pink
7337,yes,yes
7338,the letter v is a heart,heart
7339,yes,yes
7340,yes,yes
7341,yes,yes
7342,,pink
7343,yes,yes
7344,yes,yes
7345,yellow,yellow
7346,blue,blue
7347,black,black
7348,yellow,yellow
7349,green,green
7351,red blue and white,blue
7352,love,love
7353,yes,yes
7354,white,white
7355,yes,yes
7357,yes,yes
7358,yes,yes
7359,it is a heart shape,heart
7360,pink,pink
7361,red,red
7362,yes,yes
7363,red blue orange yellow green,orange
7364,red,red
7365,red and white,red
7366,red,red
7369,yes,yes
7371,yes,yes
7372,a teddy bear,bear
7373,yes,yes
7374,yes,yes
7375,yes,yes
7376,yes,yes
7377,yes,yes
7378,black,black
7379,yes,yes
7380,black,black
7381,yes,yes
7382,blue,blue
7383,yes,yes
7384,orange,orange
7385,donuts,donuts
7386,yes,yes
7388,purple,purple
7389,yes,yes
7390,yes,yes
7391,no,no
7393,yes,yes
7394,green,green
7395,black,black
7396,yes,yes
7397,yes,yes
7398,orange,orange
7400,blue,blue
7401,yes,yes
7402,black,black
7404,pink,pink
7405,yes,yes
7407,yes,yes
7409,yes,yes
7410,black,black
7411,,wood
7413,yes,yes
7414,black,black
7415,yes,yes
7416,yes,yes
7418,blue butterflies,blue
7419,toucan,toucan
7420,yes,yes
7421,yes,yes
7422,yes,yes
7423,red orange yellow green blue,orange
7424,yellow,yellow
7425,black,black
7426,a yorkie dog,dog
7427,yes,yes
7429,wood,wood
7430,blue butterfly,blue
7431,the decorations are hearts,hearts
7432,owl,owl
7433,yes,yes
7434,red,red
7435,tiger,tiger
7436,yes,yes
7437,red,red
7438,yes,yes
7439,blue,blue
7440,yes,yes
7441,yes,yes
7442,yes,yes
7445,heart,heart
7446,yes,yes
7447,pink,pink
7448,blue flowers,blue
7449,brown,brown
7450,yes,yes
7451,yes,yes
7452,yes,yes
7453,tiger,tiger
7455,gold,gold
7456,yes,yes
7457,red,red
7458,a heart,heart
7462,,brown
7463,blue,blue
7466,blue flowers,blue
7467,brick pattern,brick
7468,red yellow blue green orange,yellow
7469,yes,yes
7471,r,r
7472,red,red
7473,,heart
7474,pink,pink
7475,brown,brown
7476,yes,yes
7477,black,black
7478,it is a pink case with a crown,pink
7479,purple flowers,purple
7480,yes,yes
7481,orange,orange
7482,yes,yes
7483,yes,yes
7484,red brick pattern,brick
7486,yes,yes
7487,yes,yes
7489,yes,yes
7490,yes,yes
7492,yes,yes
7493,blue sky,blue
7494,gold,gold
7496,,beige
7497,corn,corn
7498,yes,yes
7500,yes,yes
7501,black and white,black
7502,red samsung galaxy s10e case,red
7503,pink,pink
7504,red,red
7506,black,black
7507,yellow,yellow
7508,heart,hearts
7510,black,black
7511,yes,yes
7512,black,black
7513,yes,yes
7514,black,black
7515,black,black
7516,yes,yes
7518,black,black
7519,black,black
7520,yes,yes
7523,black,black
7524,black and white,white
7525,yes,yes
7526,blue butterfly,blue
7527,yes,yes
7528,yes,yes
7529,yes,yes
7530,black,black
7531,yes,yes
7532,red,red
7533,yes,yes
7534,r,r
7535,yes,yes
7536,butterfly,butterfly
7537,blue,blue
7538,pink,pink
7539,yes,yes
7540,,teal
7542,yes,yes
7543,yes,yes
7544,yes,yes
7545,yes,yes
7546,blue,blue
7547,black,black
7548,yes,yes
7549,black,black
7550,yes,yes
7551,yes,yes
7552,yes,yes
7553,brown,brown
7554,yes,yes
7555,yes,yes
7556,yes,yes
7557,yes,yes
7558,yes,yes
7559,yes,yes
7560,yes,yes
7561,yes,yes
7563,black,black
7564,blue,blue
7565,yellow,yellow
7566,black and gold,gold
7568,yes,yes
7569,yes,yes
7570,yes,yes
7571,yes,yes
7572,yes,yes
7573,black,black
7574,black,black
7575,blue,blue
7576,yellow,yellow
7580,purple,purple
7581,yes,yes
7582,wood,wood
7583,yes,yes
7584,heart,heart
7586,yes,yes
7587,yes,yes
7588,yes,yes
7589,blue,blue
7590,yes,yes
7591,blue,blue
7592,yes,yes
7593,the background color is green,green
7594,yes,yes
7595,yes,yes
7596,yes,yes
7597,black,black
7599,heart,hearts
7600,yes,yes
7601,yes,yes
7603,black,black
7604,yes,yes
7605,orange slices,orange
7606,pink,pink
7607,yes,yes
7608,yes,yes
7609,brown,brown
7610,yes,yes
7611,black,black
7612,black,black
7613,black,black
7614,yellow fish scales,scales
7615,red blue yellow green orange,blue
7617,blue,blue
7618,yes,yes
7620,black,black
7621,butterfly,butterfly
7622,yes,yes
7623,black,black
7625,yes,yes
7627,yes,yes
7629,pink,pink
7630,yes,yes
7632,black,black
7633,yes,yes
7635,pink,pink
7637,the background is blue,blue
7638,yes,yes
7640,yes,yes
7641,yes,yes
7642,yes,yes
7643,yes,yes
7645,yes,yes
7646,yes,yes
7647,yes,yes
7648,,black
7649,yes,yes
7650,yes,yes
7651,yes,yes
7652,yes,yes
7653,black,black
7654,pink,pink
7655,panda,panda
7656,black,black
7657,yes,yes
7658,yes,yes
7659,red orange yellow black white,black
7660,black,black
7661,,blue
7662,orange,orange
7663,yes,yes
7664,yes,yes
7665,black,black
7666,yes,yes
7667,yes,yes
7669,black,black
7670,yes,yes
7671,yes,yes
7672,corn,corn
7673,yes,yes
7674,yellow,yellow
7675,yes,yes
7676,,black
7678,yes,yes
7680,nuts and bolts,nuts
7682,hearts,hearts
7683,heart,hearts
7684,camera,camera
7685,yes,yes
7686,yes,yes
7687,orange,orange
7688,yes,yes
7689,brown,brown
7690,the background pattern is a wood texture,wood
7692,pink,pink
7694,yes,yes
7695,black,black
7696,blue,blue
7697,red,red
7698,yellow,yellow
7699,yes,yes
7700,yes,yes
7703,yes,yes
7705,yes,yes
7708,yes,yes
7710,yes,yes
7711,red,red
7712,heart,heart
7713,yes,yes
7714,a game controller,controller
7715,gold,gold
7716,yes,yes
7717,black,black
7718,the case is blue and green,blue
7719,,circle
7720,yes,yes
7721,blue,blue
7722,yes,yes
7723,black,black
7724,orange,orange
7725,yes,yes
7726,yes,yes
7728,yes,yes
7729,black,black
7730,yes,yes
7731,abstract,abstract
7732,peacock,peacock
7733,,hearts
7734,yes,yes
7737,white,white
7738,pink flowers,pink
7739,yes,yes
7741,yes,yes
7742,green,green
7744,yes,yes
7746,lion,lion
7747,yellow,yellow
7748,pink,pink
7749,pink and blue,blue
7750,black,black
7751,the background color of this phone case is orange,orange
7752,yes,yes
7753,yes,yes
7754,yes,yes
7755,blue,blue
7757,yes,yes
7759,dark brown,brown
7760,yes,yes
7761,yes,yes
7763,yes,yes
7764,,purple
7765,,blue
7766,yes,yes
7767,white,white
7768,yes,yes
7769,yes,yes
7770,black,black
7772,a parrot,parrot
7773,,green
7774,yes,yes
7775,yes,yes
7776,black and white,black
7777,red,red
7778,yes,yes
7780,yes,yes
7782,black,black
7784,yes,yes
7785,blue,blue
7786,yes,yes
7787,yes,yes
7788,yes,yes
7789,yes,yes
7790,the background color is blue,blue
7791,,heart
7792,yes,yes
7793,white,white
7794,red roses,red
7795,yes,yes
7796,yes,yes
7797,yes,yes
7798,red,red
7800,black,black
7801,red,red
7803,yellow,yellow
7804,black,black
7805,a cat,cat
7806,duck,duck
7807,yes,yes
7808,yes,yes
7809,yes,yes
7813,pink,pink
7814,yes,yes
7815,blue,blue
7817,white,white
7818,yes,yes
7819,yes,yes
7820,a cat,cat
7821,yes,yes
7823,orange,orange
7826,yes,yes
7828,yes,yes
7829,yes,yes
7830,,space
7831,lion,lion
7832,yes,yes
7833,yes,yes
7834,yes,yes
7835,yes,yes
7836,yes,yes
7837,yes,yes
7839,black,black
7840,black,black
7841,yes,yes
7842,pink tulips,pink
7844,yes,yes
7845,lion,lion
7846,yes,yes
7847,pink,pink
7848,the decoration is a heart,heart
7849,blue,blue
7850,pink,pink
7854,yes,yes
7855,yes,yes
7856,yes,yes
7857,black,black
7858,black,black
7859,yes,yes
7860,blue,blue
7861,red,red
7862,yes,yes
7863,bear,bear
7864,yes,yes
7865,yes,yes
7867,pink,pink
7868,black,black
7869,orange,orange
7870,black,black
7871,black,black
7872,,green
7873,yes,yes
7874,black,black
7878,yes,yes
7879,yes,yes
7880,yes,yes
7881,red blue and white,red
7882,yes,yes
7884,mountains and water,mountain
7886,yes,yes
7887,,black
7888,yes,yes
7889,yes,yes
7890,red blue yellow orange green,red
7891,the pattern is a chevron pattern,chevron
7892,its pink and blue,blue
7893,yes,yes
7895,blue,blue
7896,blue yellow red,yellow
7897,yes,yes
7898,yes,yes
7899,yes,yes
7901,yes,yes
7902,yes,yes
7903,yes,yes
7904,yes,yes
7905,blue sky with stars,blue
7909,blue,blue
7911,yes,yes
7912,yes,yes
7913,yes,yes
7914,red glitter with a crown,red
7915,black,black
7916,yes,yes
7917,brown,brown
7918,yes,yes
7919,yes,yes
7922,yes,yes
7923,black,black
7924,yes,yes
7925,triangle,triangle
7926,a squirrel,squirrel
7928,red black grey white and red,red
7930,pink water lily,pink
7931,heart,heart
7932,yes,yes
7935,yes,yes
7936,yes,yes
7937,black and white,black
7939,yes,yes
7940,yes,yes
7941,yes,yes
7942,yes,yes
7943,yes,yes
7944,yes,yes
7945,yes,yes
7947,a butterfly,butterfly
7949,yes,yes
7950,blue,blue
7951,black,black
7952,yes,yes
7953,the top part is blue and the bottom part is,blue
7954,it is a wheat field,wheat
7956,yes,yes
7957,yes,yes
7958,yes,yes
7960,yes,yes
7961,yes,yes
7963,heart,heart
7964,black,black
7965,yes,yes
7967,yes,yes
7969,gold,gold
7970,yes,yes
7971,black,black
7972,yes,yes
7973,yes,yes
7974,red,red
7975,yes,yes
7977,black,black
7978,yes,yes
7979,white,white
7980,blue,blue
7981,a circle,circle
7982,yes,yes
7983,yes,yes
7985,yes,yes
7986,yes,yes
7987,pink,pink
7988,black,black
7989,yes,yes
7991,red,red
7992,yellow,yellow
7993,yes,yes
7994,yes,yes
7995,lion,lion
7996,yes,yes
7997,yellow,yellow
7998,yes,yes
7999,lion,lion
8000,,white
8002,heart,heart
8003,the pattern is the lion,lion
8004,yes,yes
8005,yes,yes
8006,yes,yes
8007,blue,blue
8008,yes,yes
8009,yes,yes
8011,,white
8012,pink,pink
8013,yes,yes
8014,blue,blue
8015,yes,yes
8016,yes,yes
8017,pink,pink
8018,yes,yes
8019,,black
8026,yes,yes
8027,pink,pink
8028,blue,blue
8030,pink,pink
8031,red,red
8032,yes,yes
8033,yes,yes
8034,red glitter,red
8035,yes,yes
8037,red,red
8038,yes,yes
8039,yes,yes
8040,h,h
8041,yes,yes
8043,peacock,peacock
8044,heart,heart
8045,it is a brown bear with a pink heart,brown
8046,yes,yes
8047,pink,pink
8048,yes,yes
8049,yes,yes
8050,a circle,circle
8051,red orange yellow,orange
8052,yes,yes
8053,yes,yes
8054,yes,yes
8055,yes,yes
8056,yes,yes
8057,yes,yes
8058,red,red
8060,yes,yes
8061,yes,yes
8063,black,black
8064,black,black
8065,a butterfly,butterfly
8066,yes,yes
8067,yes,yes
8068,red,red
8069,green,green
8070,yes,yes
8071,yes,yes
8072,yes,yes
8073,yes,yes
8074,yes,yes
8075,yes,yes
8076,yes,yes
8077,red,red
8079,,circle
8080,gold,gold
8081,red blue and white,red
8082,yes,yes
8083,yes,yes
8085,yes,yes
8086,yes,yes
8087,yes,yes
8088,pink,pink
8089,,beige
8090,heart,heart
8091,yes,yes
8092,pink,pink
8093,yes,yes
8094,yes,yes
8095,black,black
8096,blue flowers,blue
8097,yes,yes
8098,yes,yes
8099,yes,yes
8100,yes,yes
8101,n,n
8102,black,black
8103,yes,yes
8104,heart shape,heart
8106,yes,yes
8107,yes,yes
8109,red,red
8110,red,red
8111,blue,blue
8112,yes,yes
8113,clear,clear
8115,blue,blue
8117,yes,yes
8118,yes,yes
8119,yes,yes
8120,yes,yes
8121,the pattern is white and brown,white
8122,black,black
8123,black and gold chevron pattern,chevron
8124,yes,yes
8125,yes,yes
8126,yes,yes
8127,lion,lion
8128,red,red
8129,yes,yes
8130,red,red
8132,yes,yes
8133,red blue yellow orange green,blue
8135,the case is made of brown and yellow,brown
8136,yes,yes
8137,yes,yes
8138,yes,yes
8139,yes,yes
8140,black,black
8143,yes,yes
8144,yes,yes
8145,a cat,cat
8146,yes,yes
8147,a butterfly,butterfly
8148,black,black
8149,yes,yes
8150,yellow,yellow
8152,pink flower,pink
8153,black,black
8154,yes,yes
8155,yes,yes
8156,hearts,hearts
8157,yes,yes
8159,yes,yes
8160,,orange
8161,black,black
8162,yes,yes
8163,pink,pink
8164,yes,yes
8165,blue,blue
8166,yes,yes
8167,brick pattern,brick
8168,yes,yes
8169,panda,panda
8170,it is a red bow,red
8171,yes,yes
8172,heart,heart
8173,yes,yes
8174,yes,yes
8175,yes,yes
8176,it is a brown case with the words,brown
8177,yes,yes
8179,yes,yes
8181,yes,yes
8183,yes,yes
8184,yes,yes
8185,pink,pink
8186,yes,yes
8187,yes,yes
8188,lion,lion
8189,yes,yes
8190,red,red
8191,red,red
8192,yes,yes
8193,black and white,black
8194,yes,yes
8195,heart,hearts
8196,,pink
8197,yes,yes
8198,black,black
8199,purple flowers,purple
8202,the case design is a colorful abstract painting,abstract
8204,red blue yellow green orange,blue
8205,pink,pink
8206,yes,yes
8207,yes,yes
8208,heart,hearts
8209,yes,yes
8210,yes,yes
8211,yes,yes
8214,yes,yes
8217,yes,yes
8218,yes,yes
8219,yes,yes
8220,yes,yes
8221,lion,lion
8223,,oval
8224,wood,wood
8225,yes,yes
8226,yes,yes
8227,yes,yes
8228,white,white
8229,heart,heart
8231,red,red
8233,blue,blue
8234,yes,yes
8236,black and white swirls,black
8237,,hearts
8238,the background is a dark brown color,brown
8239,glitter,glitter
8240,yes,yes
8241,yes,yes
8242,,blue
8243,yes,yes
8244,yes,yes
8245,yes,yes
8246,,brown
8247,yes,yes
8248,yes,yes
8249,yes,yes
8250,blue,blue
8251,red glitter,red
8252,yes,yes
8260,yes,yes
8261,yes,yes
8263,yes,yes
8264,black,black
8265,yes,yes
8266,pink,pink
8267,yes,yes
8268,a butterfly,butterfly
8269,yes,yes
8271,yes,yes
8272,yes,yes
8273,yes,yes
8275,red glitter with a crown,red
8276,blue,blue
8278,yes,yes
8279,yes,yes
8280,black,black
8282,yes,yes
8284,,glossy
8285,black,black
8286,red,red
8287,yes,yes
8288,green,green
8289,yes,yes
8290,yes,yes
8291,yes,yes
8293,yes,yes
8294,yes,yes
8295,stone,stone
8296,yes,yes
8297,red,red
8298,yes,yes
8300,pink,pink
8302,yes,yes
8303,yes,yes
8304,red blue white black,red
8305,yes,yes
8306,yes,yes
8308,c,c
8309,yes,yes
8310,yes,yes
8311,yes,yes
8312,blue,blue
8313,blue,blue
8314,yes,yes
8315,,heart
8316,yes,yes
8317,black,black
8318,yes,yes
8319,the sky is blue,blue
8320,black,black
8321,yes,yes
8323,yes,yes
8324,orange,orange
8325,yes,yes
8327,wood,wood
8328,yellow,yellow
8329,blue,blue
8331,yes,yes
8332,black,black
8333,yes,yes
8334,yes,yes
8335,yes,yes
8336,yes,yes
8337,yes,yes
8338,yes,yes
8340,yes,yes
8342,yes,yes
8343,yes,yes
8346,yes,yes
8347,black and white,black
8348,yes,yes
8349,blue,blue
8350,yes,yes
8352,red,red
8353,yes,yes
8354,yes,yes
8355,yes,yes
8356,love,love
8357,yellow,yellow
8358,,black
8359,red,red
8360,red glitter with a crown,red
8361,pink,pink
8362,black and white,black
8363,yes,yes
8364,yellow,yellow
8365,orange,orange
8367,yes,yes
8368,heart,heart
8369,yes,yes
8370,heart,heart
8371,yellow,yellow
8372,heart,heart
8374,butterfly,butterfly
8376,yes,yes
8377,yes,yes
8378,black,black
8379,yes,yes
8380,yes,yes
8381,yes,yes
8386,yes,yes
8387,triangle,triangle
8388,yes,yes
8389,yes,yes
8390,black and pink,pink
8391,blue,blue
8392,gold,gold
8393,,pink
8394,yes,yes
8395,pink flowers,pink
8396,blue,blue
8397,black,black
8398,yes,yes
8399,yes,yes
8400,yes,yes
8401,butterfly,butterfly
8403,orange,orange
8405,yes,yes
8407,yes,yes
8408,red blue yellow orange,red
8409,pink,pink
8410,yellow,yellow
8411,blue,blue
8412,it is a triangle,triangle
8413,black,black
8416,yes,yes
8418,yes,yes
8420,yes,yes
8421,black,black
8422,yes,yes
8423,yes,yes
8424,green,green
8425,yes,yes
8428,red,red
8429,black,black
8430,black,black
8431,black,black
8432,yes,yes
8433,yes,yes
8435,black,black
8436,blue,blue
8437,yes,yes
8439,yes,yes
8440,pink,pink
8441,yes,yes
8442,a teddy bear,bear
8443,black,black
8444,blue,blue
8446,yes,yes
8448,yes,yes
8449,blue peacock feather,blue
8450,gold and pink,pink
8451,yes,yes
8452,red,red
8453,yes,yes
8454,black,black
8455,clear,clear
8459,yes,yes
8460,yes,yes
8461,,heart
8462,unicorn,unicorn
8463,black,black
8464,yes,yes
8466,black,black
8467,yes,yes
8468,yes,yes
8469,it is a rectangle,rectangle
8470,yes,yes
8471,yes,yes
8472,yes,yes
8474,yes,yes
8475,purple,purple
8476,yes,yes
8477,yes,yes
8478,yes,yes
8479,yes,yes
8481,blue,blue
8482,yes,yes
8483,heart,heart
8484,,pink
8486,yes,yes
8487,blue,blue
8488,black,black
8489,yes,yes
8490,orange,orange
8492,yes,yes
8493,yes,yes
8494,yes,yes
8495,yes,yes
8496,yes,yes
8498,yes,yes
8499,yes,yes
8500,yes,yes
8501,panda,pandas
8502,orange,orange
8503,orange,orange
8504,yes,yes
8505,yes,yes
8506,yes,yes
8507,yellow,yellow
8508,,pink
8509,black,black
8510,yes,yes
8511,heart,heart
8512,black and pink,black
8513,yes,yes
8515,blue,blue
8516,yes,yes
8518,wood,wood
8519,yes,yes
8520,white,white
8521,blue,blue
8523,yes,yes
8524,pink,pink
8526,orange,orange
8527,black,black
8528,yes,yes
8529,yes,yes
8530,circles,circle
8532,the surface pattern is a wood grain pattern that is,wood
8533,pink tulips,pink
8534,yes,yes
8535,black,black
8537,pink,pink
8538,yes,yes
8540,yes,yes
8541,yes,yes
8542,,wood
8543,yes,yes
8545,yes,yes
8546,wood,wood
8547,yes,yes
8549,yes,yes
8550,yes,yes
8551,yes,yes
8554,gold,gold
8555,yes,yes
8556,blue,blue
8557,yes,yes
8558,yes,yes
8559,yes,yes
8560,heart,heart
8562,yes,yes
8563,yes,yes
8564,yes,yes
8565,the main background is blue and purple,blue
8566,yes,yes
8567,yes,yes
8568,black,black
8570,pink,pink
8571,yes,yes
8572,yes,yes
8573,yes,yes
8574,blue,blue
8575,yes,yes
8576,red blue yellow orange green,blue
8577,yes,yes
8578,yes,yes
8579,scorpio,scorpion
8580,yes,yes
8582,tiger,tiger
8583,red,red
8584,yes,yes
8585,yellow,yellow
8586,red,red
8587,blue,blue
8588,yes,yes
8589,red,red
8590,the shape of the hearts are circles,heart
8591,yes,yes
8592,q,q
8593,pink,pink
8594,brown,brown
8595,yes,yes
