path,generated_question,generated_answer,raw_model_output,model_prediction,cleaned_prediction,cleaned_ground_truth
59/5940fe9b.jpg,What text is visible on the phone case?,prince,['Question: What text is visible on the phone case? Answer:\n'],,,prince
2d/2d5c93d2.jpg,What type of product is the image depicting?,cellular_phone_case,['Question: What type of product is the image depicting? Answer: a couple kissing\n'],a couple kissing,a couple kissing,cellular phone case
38/3839503c.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Samsung galaxy s7 edge case\n'],Samsung galaxy s7 edge case,samsung galaxy s7 edge case,cellular phone case
47/476db1da.jpg,What type of cellular phone case is this?,other,['Question: What type of cellular phone case is this? Answer: it is a phone case\n'],it is a phone case,it is a phone case,other
85/855237fe.jpg,What is the main color of the product in the image?,yellow,['Question: What is the main color of the product in the image? Answer: Yellow\n'],Yellow,yellow,yellow
83/8325bf1f.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
81/81d60a64.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
96/964e2c63.jpg,What type of product is the image showing?,cellular_phone_case,['Question: What type of product is the image showing? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
ae/ae0b98ac.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a phone case for samsung galaxy a'],This is a phone case for samsung galaxy a,this is a phone case for samsung galaxy a,cellular phone case
ef/ef892223.jpg,What letter is on the back of this phone case?,A,['Question: What letter is on the back of this phone case? Answer: 4\n'],4,4,a
e6/e6e07ff5.jpg,What color is the case cover for this smartphone?,black,['Question: What color is the case cover for this smartphone? Answer:\n'],,,black
ed/edfdca31.jpg,What main design or theme is displayed on this pink phone case?,hearts and bicycle,['Question: What main design or theme is displayed on this pink phone case? Answer: Love\n'],Love,love,hearts and bicycle
47/473f8181.jpg,What pattern is printed on the phone case?,stars,['Question: What pattern is printed on the phone case? Answer: The pattern is printed on the phone case\n'],The pattern is printed on the phone case,the pattern is printed on the phone case,stars
51/519c9061.jpg,What object is on the case of the cellular phone in the image?,pineapple,['Question: What object is on the case of the cellular phone in the image? Answer: a pineapple\n'],a pineapple,a pineapple,pineapple
a3/a3736b9f.jpg,What type of phone case is this?,lenovo a7700,['Question: What type of phone case is this? Answer: This is a phone case for the samsung galaxy'],This is a phone case for the samsung galaxy,this is a phone case for the samsung galaxy,lenovo a7700
06/06aaae28.jpg,What type of product is depicted in the image?,Phone case,['Question: What type of product is depicted in the image? Answer: a phone case\n'],a phone case,a phone case,phone case
b7/b7b02f15.jpg,What material is the phone case made of?,silicon,['Question: What material is the phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,silicon
30/3079540e.jpg,What material is the phone case made of?,wood,['Question: What material is the phone case made of? Answer: Wood\n'],Wood,wood,wood
43/4394bf10.jpg,What type of phone case is shown in the image?,pattern,['Question: What type of phone case is shown in the image? Answer:\n'],,,pattern
1b/1b6b5713.jpg,What material is this cell phone case made of?,plastic,['Question: What material is this cell phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,plastic
5b/5b514a7a.jpg,What color is the phone case in this image?,gold,['Question: What color is the phone case in this image? Answer: Gold\n'],Gold,gold,gold
8b/8b5f389d.jpg,What design is printed on this phone case?,arrows,['Question: What design is printed on this phone case? Answer: The design is a black and white chevron'],The design is a black and white chevron,the design is a black and white chevron,arrows
63/635ce559.jpg,What type of product is this?,phone case,['Question: What type of product is this? Answer: This is a phone case for samsung galaxy a'],This is a phone case for samsung galaxy a,this is a phone case for samsung galaxy a,phone case
f6/f6c6ebb6.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Case for samsung galaxy s4\n'],Case for samsung galaxy s4,case for samsung galaxy s4,cellular phone case
8b/8b68a5f3.jpg,Which object in the image features a beach scene?,Phone case,['Question: Which object in the image features a beach scene? Answer:\n'],,,phone case
4f/4f1de495.jpg,What symbol is displayed on the cell phone case?,s,['Question: What symbol is displayed on the cell phone case? Answer: The initial letter s\n'],The initial letter s,the initial letter s,s
fb/fba6a4bb.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
0d/0ddf51dc.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
2f/2fd2d30d.jpg,What type of product is the image showcasing?,cellular_phone_case,['Question: What type of product is the image showcasing? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
2c/2cc7f5f5.jpg,What is the main visible object in the image?,brick wall,['Question: What is the main visible object in the image? Answer: Brick wall\n'],Brick wall,brick wall,brick wall
d3/d36277ca.jpg,What is the main visible object in this image?,Cell Phone,['Question: What is the main visible object in this image? Answer: Red brick wall\n'],Red brick wall,red brick wall,cell phone
a6/a6a71686.jpg,How many colors are visible in the phone case?,2,['Question: How many colors are visible in the phone case? Answer:\n'],,,2
77/7763a33e.jpg,How many macarons are visible in the image?,10,['Question: How many macarons are visible in the image? Answer: 1\n'],1,1,10
ef/efbd6cd8.jpg,What is the text written in marker on the notebook?,never stop dreaming,['Question: What is the text written in marker on the notebook? Answer: Never stop dreaming\n'],Never stop dreaming,never stop dreaming,never stop dreaming
fa/fa55d5f4.jpg,What type of product is this?,cellular_phone,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone
48/4870bad2.jpg,What design is printed on the phone case in the image?,triangles,['Question: What design is printed on the phone case in the image? Answer: tribal pattern\n'],tribal pattern,tribal pattern,triangles
64/64a57192.jpg,What is the design feature of this phone case?,pineapple,['Question: What is the design feature of this phone case? Answer:\n'],,,pineapple
fa/fa8b5bfd.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
43/4313377c.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A case for samsung galaxy a9\n'],A case for samsung galaxy a9,a case for samsung galaxy a9,cellular phone case
ee/eeb762dc.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
6c/6c1a9d5b.jpg,What is the most prominent color in this phone case image?,red,['Question: What is the most prominent color in this phone case image? Answer: red\n'],red,red,red
2d/2d52a62b.jpg,What type of product is the image depicting?,Cellular_phone,['Question: What type of product is the image depicting? Answer: A phone case\n'],A phone case,a phone case,cellular phone
de/de5f4f4e.jpg,What color is the glittery background on this phone case?,red,['Question: What color is the glittery background on this phone case? Answer: Red\n'],Red,red,red
50/50847515.jpg,What type of product is the image depicting?,cellular_phone_case,['Question: What type of product is the image depicting? Answer: A peacock\n'],A peacock,a peacock,cellular phone case
30/308b589e.jpg,What type of product is shown in the image?,cellular_phone_case,['Question: What type of product is shown in the image? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
c5/c59c0e84.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
b6/b606e9de.jpg,What animal is depicted on the cell phone case?,bear,['Question: What animal is depicted on the cell phone case? Answer: a panda bear\n'],a panda bear,a panda bear,bear
57/577c2966.jpg,What material is the phone case made of?,plastic,['Question: What material is the phone case made of? Answer: Plastic\n'],Plastic,plastic,plastic
71/714cea09.jpg,What object is visible in the image?,phone,['Question: What object is visible in the image? Answer: a bicycle chain\n'],a bicycle chain,a bicycle chain,phone
52/52f7a5e5.jpg,What animal is featured on this phone case?,lion,['Question: What animal is featured on this phone case? Answer: lion\n'],lion,lion,lion
43/43f2f506.jpg,What shape is the main design element of this phone case?,heart,['Question: What shape is the main design element of this phone case? Answer: The main design element of this phone case is a'],The main design element of this phone case is a,the main design element of this phone case is a,heart
f5/f5ca2975.jpg,What material is the phone case made of?,cork,['Question: What material is the phone case made of? Answer: wood\n'],wood,wood,cork
47/47a81bd3.jpg,What is the main feature of the cell phone case in the image?,Butterfly,['Question: What is the main feature of the cell phone case in the image? Answer:\n'],,,butterfly
e1/e1495b29.jpg,What material is the cellphone case made of?,silicone,['Question: What material is the cellphone case made of? Answer:\n'],,,silicone
c5/c522d044.jpg,What text or message is present on the cellphone case in this image?,dad's girl and mommy wolfgang,['Question: What text or message is present on the cellphone case in this image? Answer:\n'],,,dads girl and mommy wolfgang
80/807ef5cc.jpg,What color is the text on the case?,white,['Question: What color is the text on the case? Answer: Black\n'],Black,black,white
a9/a98bd5b9.jpg,What design element is present on the phone case in the image?,Symbol,['Question: What design element is present on the phone case in the image? Answer:\n'],,,symbol
85/85baec48.jpg,What is the text printed on this phone case?,dad's girl and mommy world,['Question: What is the text printed on this phone case? Answer:\n'],,,dads girl and mommy world
03/03a72eee.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: iphone 6 case\n'],iphone 6 case,iphone 6 case,cellular phone case
73/73af9f78.jpg,What material is the mobile phone case made of in the image?,silicon::plastic,['Question: What material is the mobile phone case made of in the image? Answer:\n'],,,siliconplastic
06/061450d1.jpg,What type of material is the cell phone case made of?,Marble,['Question: What type of material is the cell phone case made of? Answer: Plastic\n'],Plastic,plastic,marble
37/37c3af25.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a silicone case for asus zenf'],This is a silicone case for asus zenf,this is a silicone case for asus zenf,cellular phone case
13/1360dbd7.jpg,What character is depicted on the cat phone case?,kitty,"[""Question: What character is depicted on the cat phone case? Answer: it's a cute little kitten\n""]",it's a cute little kitten,its a cute little kitten,kitty
eb/eb20f434.jpg,What shape is the red and gold heart on the phone case?,flower,['Question: What shape is the red and gold heart on the phone case? Answer:\n'],,,flower
80/80787410.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Case for samsung galaxy note 4\n'],Case for samsung galaxy note 4,case for samsung galaxy note 4,cellular phone case
2a/2a46bee8.jpg,What type of product is depicted in the image?,cellular_phone_case,['Question: What type of product is depicted in the image? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
f7/f77946bb.jpg,What material is the cell phone case made of in this image?,plastic,['Question: What material is the cell phone case made of in this image? Answer:\n'],,,plastic
e2/e26e0df8.jpg,What material is the cellphone case made of?,Wood,['Question: What material is the cellphone case made of? Answer: Wood\n'],Wood,wood,wood
d7/d7a4275c.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a case for samsung galaxy j7'],This is a case for samsung galaxy j7,this is a case for samsung galaxy j7,cellular phone case
d5/d5059784.jpg,What color is the cell phone case in the image?,red,['Question: What color is the cell phone case in the image? Answer: Red\n'],Red,red,red
ee/ee479a08.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
91/91973ff7.jpg,What color is the phone case in the image?,multicolor,['Question: What color is the phone case in the image? Answer: Black\n'],Black,black,multicolor
4b/4b26aeaf.jpg,What design or message is featured on the phone case in this image?,I am not sure,['Question: What design or message is featured on the phone case in this image? Answer: i am me and i am\n'],i am me and i am,i am me and i am,i am not sure
d0/d0d4c82f.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
d4/d40177d1.jpg,What type of panda design is on the phone case?,Panda eyes and ears,['Question: What type of panda design is on the phone case? Answer: Black and white\n'],Black and white,black and white,panda eyes and ears
9c/9ce1b033.jpg,What material is this cell phone case made of?,silicon,['Question: What material is this cell phone case made of? Answer: Silicone\n'],Silicone,silicone,silicon
c1/c132baaa.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: a phone case with graffiti\n'],a phone case with graffiti,a phone case with graffiti,cellular phone case
c0/c0939560.jpg,What material is the leaf in the image made of?,plastic,['Question: What material is the leaf in the image made of? Answer: it is made of paper\n'],it is made of paper,it is made of paper,plastic
31/314f13ac.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
13/130a6457.jpg,What material is the phone case made of?,silicone,['Question: What material is the phone case made of? Answer: Silicone\n'],Silicone,silicone,silicone
4d/4d7f3ea0.jpg,Is this product a phone case with glitter or sparkle effect?,Yes,"['Question: Is this product a phone case with glitter or sparkle effect? Answer: Yes, this product is a phone case with glitter']",yes,yes,yes
7f/7f9f8a10.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
3d/3d188829.jpg,What is the main text on the case?,coffee is a good idea,['Question: What is the main text on the case? Answer: Coffee is always a good idea\n'],Coffee is always a good idea,coffee is always a good idea,coffee is a good idea
f2/f21d865f.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: iphone xr case\n'],iphone xr case,iphone xr case,cellular phone case
7e/7e79de40.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Motorola moto g5s plus mobile cover'],Motorola moto g5s plus mobile cover,motorola moto g5s plus mobile cover,cellular phone case
65/65e4cadd.jpg,What material is the phone case made of?,wood,['Question: What material is the phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,wood
81/81f7e4ce.jpg,Is the main subject of this product a cellular phone or its case?,Case,['Question: Is the main subject of this product a cellular phone or its case? Answer: The main subject of this product is a cellular phone'],The main subject of this product is a cellular phone,the main subject of this product is a cellular phone,case
5c/5c4975ef.jpg,What color are the macarons in the container?,colorful,['Question: What color are the macarons in the container? Answer:\n'],,,colorful
b6/b6559c85.jpg,What type of phone case is this?,silicone,['Question: What type of phone case is this? Answer:\n'],,,silicone
59/59bfd260.jpg,Which phone is the case for?,iphone xs max,['Question: Which phone is the case for? Answer: iphone xr\n'],iphone xr,iphone xr,iphone xs max
f7/f799cb5b.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
f9/f9d0920f.jpg,What type of product is depicted in the image?,Cellular_phone_case,['Question: What type of product is depicted in the image? Answer: A red and blue abstract painting\n'],A red and blue abstract painting,a red and blue abstract painting,cellular phone case
44/44d0cf49.jpg,What material is the cell phone case in the image made of?,plastic,['Question: What material is the cell phone case in the image made of? Answer: it is made of plastic\n'],it is made of plastic,it is made of plastic,plastic
08/080a871b.jpg,What pattern is visible on the phone case in the image?,Abstract,['Question: What pattern is visible on the phone case in the image? Answer: Abstract\n'],Abstract,abstract,abstract
77/770185cb.jpg,What type of product is this?,Cellular phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
11/11861c99.jpg,What design is printed on the phone case?,birds,['Question: What design is printed on the phone case? Answer:\n'],,,birds
71/7121ee62.jpg,What type of vehicle is printed on the phone case?,trucks,['Question: What type of vehicle is printed on the phone case? Answer: tuk tuk\n'],tuk tuk,tuk tuk,trucks
9b/9ba971da.jpg,What material is the phone case made of in the image provided?,plastic,['Question: What material is the phone case made of in the image provided? Answer: Plastic\n'],Plastic,plastic,plastic
85/85e01d45.jpg,What character is depicted on the phone case?,anime girl,['Question: What character is depicted on the phone case? Answer: The character is from the anime series\n'],The character is from the anime series,the character is from the anime series,anime girl
de/de8397db.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
30/30ef441a.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
aa/aa558969.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Amazon music\n'],Amazon music,amazon music,cellular phone case
b2/b2f90450.jpg,What material is this phone case made of?,silicone,['Question: What material is this phone case made of? Answer:\n'],,,silicone
86/863bceb1.jpg,What letter is printed on the phone case in the image?,y,['Question: What letter is printed on the phone case in the image? Answer: Y\n'],Y,y,y
6c/6c9db4e0.jpg,What word is written in the center of the phone case?,supergirl,['Question: What word is written in the center of the phone case? Answer: super girl\n'],super girl,super girl,supergirl
b3/b3f4b664.jpg,What is the main color of the phone case in the image?,Purple,['Question: What is the main color of the phone case in the image? Answer: Purple\n'],Purple,purple,purple
93/9368a6d7.jpg,What shape is the book cover in the image?,rectangular,['Question: What shape is the book cover in the image? Answer: It is a book cover\n'],It is a book cover,it is a book cover,rectangular
7f/7f3281b1.jpg,What type of product is this cellular phone case?,gionee a1 lite,['Question: What type of product is this cellular phone case? Answer: it is a cell phone case\n'],it is a cell phone case,it is a cell phone case,gionee a1 lite
f5/f554bb8c.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
90/901ffaf1.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: It is a phone case\n'],It is a phone case,it is a phone case,cellular phone case
87/87de60c2.jpg,What material is the phone case in the image made of?,silicone,['Question: What material is the phone case in the image made of? Answer: it is made of silicone\n'],it is made of silicone,it is made of silicone,silicone
22/220b8415.jpg,What design is printed on this cellular phone case?,chevron,['Question: What design is printed on this cellular phone case? Answer: a black and white chevron pattern\n'],a black and white chevron pattern,a black and white chevron pattern,chevron
17/1722af4b.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
29/29c53bec.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: mobile cover\n'],mobile cover,mobile cover,cellular phone case
e4/e4e84fef.jpg,What color is the phone case shown in the image?,purple,['Question: What color is the phone case shown in the image? Answer: purple flowers\n'],purple flowers,purple flowers,purple
90/90deffae.jpg,What are the butterflies in the image?,Print,['Question: What are the butterflies in the image? Answer: The butterfly is a symbol of love and beauty.'],The butterfly is a symbol of love and beauty.,the butterfly is a symbol of love and beauty,print
c5/c5e12dbd.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A lion\n'],A lion,a lion,cellular phone case
34/34b84ea7.jpg,What material is the cellular phone case made of?,plastic,['Question: What material is the cellular phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,plastic
94/94240e8e.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
45/45df2ffb.jpg,What design is printed on this cellular phone case?,cake,['Question: What design is printed on this cellular phone case? Answer: This is a black and white design of a cup'],This is a black and white design of a cup,this is a black and white design of a cup,cake
c6/c621fb7c.jpg,What type of cellular phone case is this?,butterfly,['Question: What type of cellular phone case is this? Answer:\n'],,,butterfly
c0/c0e03136.jpg,What text is visible in the image?,CAT,['Question: What text is visible in the image? Answer:\n'],,,cat
eb/eb760528.jpg,What object or scene is depicted on the cellular phone case?,moon,['Question: What object or scene is depicted on the cellular phone case? Answer: The moon\n'],The moon,the moon,moon
58/5818a676.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
ef/ef297e9c.jpg,What type of product is this?,cellular_phone,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone
a2/a21a2bf9.jpg,What material is the case of the cellular phone made of?,plastic,['Question: What material is the case of the cellular phone made of? Answer: Plastic\n'],Plastic,plastic,plastic
99/996ede8e.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
00/0037a171.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
04/04f49537.jpg,What color is the phone case in the image?,pink,['Question: What color is the phone case in the image? Answer: Pink\n'],Pink,pink,pink
c6/c694b577.jpg,What letter is in the center of the heart on the phone case?,s,['Question: What letter is in the center of the heart on the phone case? Answer: s\n'],s,s,s
af/af1005b3.jpg,What pattern is visible on this cellular phone case?,geometric,['Question: What pattern is visible on this cellular phone case? Answer: tribal\n'],tribal,tribal,geometric
41/4180f553.jpg,What pattern is on the phone case?,stripes,['Question: What pattern is on the phone case? Answer: Red and white stripes\n'],Red and white stripes,red and white stripes,stripes
23/239fe46d.jpg,What design is printed on the realme c3 phone case?,flower,['Question: What design is printed on the realme c3 phone case? Answer: a red and blue pattern\n'],a red and blue pattern,a red and blue pattern,flower
67/6748d8e1.jpg,What letter is visible on the phone case?,f,['Question: What letter is visible on the phone case? Answer: F\n'],F,f,f
9a/9a1a20e0.jpg,What material is the cellular phone case made of in this image?,plastic,['Question: What material is the cellular phone case made of in this image? Answer: Plastic\n'],Plastic,plastic,plastic
c1/c1926c54.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
80/804fd908.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
aa/aae95bc2.jpg,What type of product is shown in the image?,cellular_phone_case,['Question: What type of product is shown in the image? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
2e/2e9b16cb.jpg,What type of product is the image displaying?,cellular_phone_case,['Question: What type of product is the image displaying? Answer: Wood\n'],Wood,wood,cellular phone case
74/7432842d.jpg,What fruit is featured in the glass jar of the image?,lemon,['Question: What fruit is featured in the glass jar of the image? Answer: Watermelon\n'],Watermelon,watermelon,lemon
bf/bf2c508e.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
09/098e4d9d.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: queen\n'],queen,queen,cellular phone case
35/3502b113.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
e5/e5adbd8a.jpg,What material is the phone case made of?,silicon,['Question: What material is the phone case made of? Answer:\n'],,,silicon
eb/ebd9d289.jpg,What message is depicted on the phone case?,beard murdah,['Question: What message is depicted on the phone case? Answer: My beard is my rules\n'],My beard is my rules,my beard is my rules,beard murdah
3d/3d3ef4ba.jpg,What text is displayed on the purple phone case?,keep shop and shop,['Question: What text is displayed on the purple phone case? Answer: keep calm and shop\n'],keep calm and shop,keep calm and shop,keep shop and shop
f7/f7443e4b.jpg,What type of product is this?,cell phone,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone
17/17436df2.jpg,What design is printed on the cell phone case?,butterflies and a dress,['Question: What design is printed on the cell phone case? Answer: The design is printed on the cell phone case\n'],The design is printed on the cell phone case,the design is printed on the cell phone case,butterflies and a dress
d7/d7b6f6ed.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
ad/adbc7577.jpg,What text is visible on the phone case?,girl boss,['Question: What text is visible on the phone case? Answer: girl boss\n'],girl boss,girl boss,girl boss
bc/bcbdb6f8.jpg,What color is the phone case in the image?,multicolor,['Question: What color is the phone case in the image? Answer:\n'],,,multicolor
cb/cb52199b.jpg,What color is the main background of the eiffel tower in the image?,yellow,['Question: What color is the main background of the eiffel tower in the image? Answer: Yellow\n'],Yellow,yellow,yellow
a3/a3a219b6.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
08/0837a34f.jpg,What type of product is the image depicting?,cellular_phone_case,['Question: What type of product is the image depicting? Answer: A woman with a\n'],A woman with a,a woman with a,cellular phone case
c6/c60377a1.jpg,What type of phone case does this image depict?,silicone,['Question: What type of phone case does this image depict? Answer:\n'],,,silicone
43/4301c6e0.jpg,What animal is featured on this phone case?,tiger,['Question: What animal is featured on this phone case? Answer: tiger\n'],tiger,tiger,tiger
af/afd7ccd6.jpg,What is the main visible color of the phone case?,gold,['Question: What is the main visible color of the phone case? Answer: pink and gold stripes\n'],pink and gold stripes,pink and gold stripes,gold
86/86ccb809.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a soft case for samsung galaxy a'],This is a soft case for samsung galaxy a,this is a soft case for samsung galaxy a,cellular phone case
4a/4ae00682.jpg,What text is present on the phone case?,you are somewhere you are not,['Question: What text is present on the phone case? Answer:\n'],,,you are somewhere you are not
e9/e90e5350.jpg,What material is the phone case made of?,plastic,['Question: What material is the phone case made of? Answer: Plastic\n'],Plastic,plastic,plastic
0e/0eb4d5c0.jpg,What type of phone case is this?,Sony xperia l2,['Question: What type of phone case is this? Answer: it is a phone case for xiaomi red'],it is a phone case for xiaomi red,it is a phone case for xiaomi red,sony xperia l2
fe/fef6465d.jpg,What animal is printed on the phone case in the image?,cat,['Question: What animal is printed on the phone case in the image? Answer: cat\n'],cat,cat,cat
d4/d4c546bd.jpg,What character is displayed on the phone case?,hello kitty,['Question: What character is displayed on the phone case? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,hello kitty
44/4415fafb.jpg,What shape is the object in the image?,round,['Question: What shape is the object in the image? Answer: It is a cup with a chain\n'],It is a cup with a chain,it is a cup with a chain,round
0d/0dc4612b.jpg,What type of animal is featured on the phone case?,dog,['Question: What type of animal is featured on the phone case? Answer: a dog\n'],a dog,a dog,dog
ee/eeafb278.jpg,What type of product is the image showing?,cellular_phone_case,['Question: What type of product is the image showing? Answer: A case for the sony xperia z3'],A case for the sony xperia z3,a case for the sony xperia z3,cellular phone case
a4/a4ccf271.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
2d/2d1518ec.jpg,What material is the cellular phone case in the image made of?,leather,['Question: What material is the cellular phone case in the image made of? Answer: Stone\n'],Stone,stone,leather
64/64b577bd.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
49/49e848dd.jpg,What design is featured on the cellphone case in the image?,butterfly,['Question: What design is featured on the cellphone case in the image? Answer:\n'],,,butterfly
31/31b9c80a.jpg,What material is the cellular phone case made of?,leather,['Question: What material is the cellular phone case made of? Answer: Wood\n'],Wood,wood,leather
9a/9a238e80.jpg,What city does the tower represent in this image?,Paris,['Question: What city does the tower represent in this image? Answer: Paris\n'],Paris,paris,paris
d6/d60d778e.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a case for sony xperia z'],This is a case for sony xperia z,this is a case for sony xperia z,cellular phone case
a4/a4895359.jpg,What kind of product is the image depicting?,cellular_phone_case,['Question: What kind of product is the image depicting? Answer: A woman kissing a man\n'],A woman kissing a man,a woman kissing a man,cellular phone case
22/223a9a0b.jpg,What type of phone case is this?,vivo y81i,['Question: What type of phone case is this? Answer: it is a phone case with pink hearts\n'],it is a phone case with pink hearts,it is a phone case with pink hearts,vivo y81i
d5/d5349813.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: iPhone 7 Plus case\n'],iPhone 7 Plus case,iphone 7 plus case,cellular phone case
86/8630774a.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: iphone 6 case\n'],iphone 6 case,iphone 6 case,cellular phone case
25/25daf082.jpg,What type of phone case is this?,canvas,['Question: What type of phone case is this? Answer: it is a phone case\n'],it is a phone case,it is a phone case,canvas
09/09ecaa1c.jpg,What type of cellular phone case is this?,htc u ultra,['Question: What type of cellular phone case is this? Answer: This is a case for the samsung galaxy s'],This is a case for the samsung galaxy s,this is a case for the samsung galaxy s,htc u ultra
c9/c9d785d5.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
12/12569e97.jpg,What material is the cover of this cell phone case made of?,plastic,['Question: What material is the cover of this cell phone case made of? Answer: Plastic\n'],Plastic,plastic,plastic
ee/ee8b7a8b.jpg,What is the main visible object in the image?,cellular phone,['Question: What is the main visible object in the image? Answer:\n'],,,cellular phone
b0/b087cfff.jpg,What colors are visible on the phone case?,"red, white and blue",['Question: What colors are visible on the phone case? Answer:\n'],,,red white and blue
